"","ID","age","blockcollect","bonus","condition","correctcollect","feedback","gender","keyassignment","levinstein_acc","timecollect","trialcollect","traincondition","logRT","repetition","immediaterepetition"
"34",1,40,"train",3.625,"m1",0.666666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,8760,34,"m1",9.07795118393044,TRUE,FALSE
"35",1,40,"train",3.625,"m1",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,10593,35,"m1",9.2679486845965,TRUE,FALSE
"36",1,40,"train",3.625,"m1",0.25,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.5,11933,36,"m1",9.38706295036966,FALSE,FALSE
"37",1,40,"train",3.625,"m1",0.666666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,7217,37,"m1",8.88419463307227,TRUE,FALSE
"38",1,40,"train",3.625,"m1",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,5619,38,"m1",8.6339089911122,TRUE,FALSE
"39",1,40,"train",3.625,"m1",0.166666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.25,6870,39,"m1",8.83491938521639,TRUE,FALSE
"40",1,40,"train",3.625,"m1",0.916666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.916666666666667,6414,40,"m1",8.7662383802531,TRUE,FALSE
"41",1,40,"test",3.625,"m1",0.75,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,6990,1,"m1",8.85223583522786,FALSE,FALSE
"42",1,40,"test",3.625,"m1",0.75,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,11116,2,"m1",9.31614079086239,FALSE,FALSE
"43",1,40,"test",3.625,"m1",0.583333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,7751,3,"m1",8.95557714628151,FALSE,FALSE
"44",1,40,"test",3.625,"m1",0.666666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,9099,4,"m1",9.11591979635669,FALSE,FALSE
"45",1,40,"test",3.625,"m1",0.583333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5776,5,"m1",8.66146668057266,FALSE,FALSE
"46",1,40,"test",3.625,"m1",0.833333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.833333333333333,5691,6,"m1",8.64664125860312,FALSE,FALSE
"47",1,40,"test",3.625,"m1",0.833333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.833333333333333,7761,7,"m1",8.95686647085414,FALSE,FALSE
"48",1,40,"test",3.625,"m1",0.666666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5713,8,"m1",8.65049955872446,FALSE,FALSE
"49",1,40,"test",3.625,"m2",0.416666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.5,6413,1,"m1",8.76608245914886,FALSE,FALSE
"50",1,40,"test",3.625,"m2",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,4942,2,"m1",8.50552538654856,FALSE,FALSE
"51",1,40,"test",3.625,"m2",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5615,3,"m1",8.63319686717254,FALSE,FALSE
"52",1,40,"test",3.625,"m2",0.833333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.833333333333333,6276,4,"m1",8.74448811385292,FALSE,FALSE
"53",1,40,"test",3.625,"m2",0.75,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,3628,5,"m1",8.19643681123503,FALSE,FALSE
"54",1,40,"test",3.625,"m2",0.583333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5625,6,"m1",8.63497622707262,FALSE,FALSE
"55",1,40,"test",3.625,"m2",0.75,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5307,7,"m1",8.57678198282789,FALSE,FALSE
"56",1,40,"test",3.625,"m2",0.583333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,4093,8,"m1",8.3170334764924,FALSE,FALSE
"57",1,40,"test",3.625,"ind",0.583333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.583333333333333,4245,1,"m1",8.35349709874545,FALSE,FALSE
"58",1,40,"test",3.625,"ind",0.583333333333333,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5328,2,"m1",8.58073121222023,FALSE,FALSE
"59",1,40,"test",3.625,"ind",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.583333333333333,5258,3,"m1",8.56750600528983,FALSE,FALSE
"60",1,40,"test",3.625,"ind",0.416666666666667,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.416666666666667,5040,4,"m1",8.52516136106541,FALSE,FALSE
"61",1,40,"test",3.625,"ind",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.666666666666667,7119,5,"m1",8.87052254510387,FALSE,FALSE
"62",1,40,"test",3.625,"ind",0.5,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.583333333333333,4192,6,"m1",8.34093322600088,FALSE,FALSE
"63",1,40,"test",3.625,"ind",0.75,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,3468,7,"m1",8.15133333790043,FALSE,FALSE
"64",1,40,"test",3.625,"ind",0.75,"",0,"['F', 'D', 'J', 'L', 'S', 'K']",0.75,5161,8,"m1",8.54888563814873,FALSE,FALSE
"65",2,40,"train",4,"m1",0.583333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,11687,1,"m1",9.36623239193316,FALSE,FALSE
"66",2,40,"train",4,"m1",0.416666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.416666666666667,5227,2,"m1",8.56159277871292,TRUE,TRUE
"67",2,40,"train",4,"m1",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,5731,3,"m1",8.65364531455174,FALSE,FALSE
"68",2,40,"train",4,"m1",0.416666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,5084,4,"m1",8.53385363230935,FALSE,FALSE
"69",2,40,"train",4,"m1",0.416666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,8759,5,"m1",9.07783702216309,FALSE,FALSE
"70",2,40,"train",4,"m1",0.75,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.75,3721,6,"m1",8.22174772834662,FALSE,FALSE
"71",2,40,"train",4,"m1",0.416666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,5268,7,"m1",8.56940606286317,TRUE,FALSE
"72",2,40,"train",4,"m1",0.333333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,3941,8,"m1",8.279189777195,FALSE,FALSE
"73",2,40,"train",4,"m1",0.666666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.666666666666667,2923,9,"m1",7.98036576511125,TRUE,FALSE
"74",2,40,"train",4,"m1",0.333333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,2673,10,"m1",7.89095671613892,FALSE,FALSE
"75",2,40,"train",4,"m1",0.75,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.75,2860,11,"m1",7.9585769038139,FALSE,FALSE
"76",2,40,"train",4,"m1",0.666666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.75,3051,12,"m1",8.02322468471667,TRUE,FALSE
"77",2,40,"train",4,"m1",0.25,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.416666666666667,4176,13,"m1",8.33710912956247,FALSE,FALSE
"78",2,40,"train",4,"m1",0.5,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,4514,14,"m1",8.41493895737748,TRUE,FALSE
"79",2,40,"train",4,"m1",0.5,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,7259,15,"m1",8.88999735728484,TRUE,FALSE
"80",2,40,"train",4,"m1",0.916666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.916666666666667,3300,16,"m1",8.10167774745457,FALSE,FALSE
"81",2,40,"train",4,"m1",0.666666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.75,1723,17,"m1",7.45182223652793,TRUE,FALSE
"82",2,40,"train",4,"m1",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,3940,18,"m1",8.27893600229198,TRUE,FALSE
"83",2,40,"train",4,"m1",0.916666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.916666666666667,5355,19,"m1",8.58578598288185,TRUE,FALSE
"84",2,40,"train",4,"m1",0.75,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,3233,20,"m1",8.08116577772543,TRUE,FALSE
"85",2,40,"train",4,"m1",0.666666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.75,5797,21,"m1",8.66509582133973,TRUE,FALSE
"86",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,5493,22,"m1",8.61122983334262,TRUE,FALSE
"87",2,40,"train",4,"m1",0.166666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.333333333333333,3165,23,"m1",8.05990833457828,TRUE,FALSE
"88",2,40,"train",4,"m1",0.916666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.916666666666667,5394,24,"m1",8.59304250369967,FALSE,FALSE
"89",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,4351,25,"m1",8.37816098272068,TRUE,FALSE
"90",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2648,26,"m1",7.8815599170569,TRUE,FALSE
"91",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2751,27,"m1",7.91971976092457,TRUE,FALSE
"92",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2179,28,"m1",7.68662133494462,TRUE,FALSE
"93",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,3472,29,"m1",8.15248607578024,FALSE,FALSE
"94",2,40,"train",4,"m1",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,4867,30,"m1",8.49023300983345,TRUE,FALSE
"95",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2054,31,"m1",7.6275443904885,TRUE,FALSE
"96",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2188,32,"m1",7.69074316354187,TRUE,FALSE
"97",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2696,33,"m1",7.8995244720322,TRUE,FALSE
"98",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,3031,34,"m1",8.0166478770578,TRUE,FALSE
"99",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2385,35,"m1",7.77695440332244,TRUE,FALSE
"100",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2992,36,"m1",8.00369733909437,TRUE,FALSE
"101",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,3156,37,"m1",8.05706068196577,TRUE,FALSE
"102",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2159,38,"m1",7.67740043051481,TRUE,FALSE
"103",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2190,39,"m1",7.69165682281055,TRUE,FALSE
"104",2,40,"train",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,1719,40,"m1",7.44949800538285,TRUE,FALSE
"105",2,40,"test",4,"ind",0.5,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,8133,1,"m1",9.00368513816677,FALSE,FALSE
"106",2,40,"test",4,"ind",0.583333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,3725,2,"m1",8.22282213081366,FALSE,FALSE
"107",2,40,"test",4,"ind",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,5176,3,"m1",8.55178783618074,FALSE,FALSE
"108",2,40,"test",4,"ind",0.666666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.75,6947,4,"m1",8.84606519069288,FALSE,FALSE
"109",2,40,"test",4,"ind",0.25,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,4196,5,"m1",8.34188696951619,FALSE,FALSE
"110",2,40,"test",4,"ind",0.416666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,5082,6,"m1",8.53346016388011,FALSE,FALSE
"111",2,40,"test",4,"ind",0.333333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.583333333333333,2347,7,"m1",7.76089319585102,FALSE,FALSE
"112",2,40,"test",4,"ind",0.583333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.666666666666667,4424,8,"m1",8.39479954320217,FALSE,FALSE
"113",2,40,"test",4,"m2",0.0833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.5,6573,1,"m1",8.79072562826358,FALSE,FALSE
"114",2,40,"test",4,"m2",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,6341,2,"m1",8.75479176370003,FALSE,FALSE
"115",2,40,"test",4,"m2",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,5128,3,"m1",8.54247099860051,FALSE,FALSE
"116",2,40,"test",4,"m2",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,4691,4,"m1",8.45340105832846,FALSE,FALSE
"117",2,40,"test",4,"m2",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,4265,5,"m1",8.35819745992578,FALSE,FALSE
"118",2,40,"test",4,"m2",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2684,6,"m1",7.89506349809157,FALSE,FALSE
"119",2,40,"test",4,"m2",0.5,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.666666666666667,4230,7,"m1",8.34995727204032,FALSE,FALSE
"120",2,40,"test",4,"m2",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,3473,8,"m1",8.15277405274407,FALSE,FALSE
"121",2,40,"test",4,"m1",0.916666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.916666666666667,3483,1,"m1",8.155649270366,FALSE,FALSE
"122",2,40,"test",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,3429,2,"m1",8.14002395246292,FALSE,FALSE
"123",2,40,"test",4,"m1",0.833333333333333,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.833333333333333,3792,3,"m1",8.24064886337491,FALSE,FALSE
"124",2,40,"test",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,5141,4,"m1",8.54500289205551,FALSE,FALSE
"125",2,40,"test",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,3580,5,"m1",8.18311807939475,FALSE,FALSE
"126",2,40,"test",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2230,6,"m1",7.70975686445416,FALSE,FALSE
"127",2,40,"test",4,"m1",0.666666666666667,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",0.666666666666667,5492,7,"m1",8.61104776688786,FALSE,FALSE
"128",2,40,"test",4,"m1",1,"Tough indeed!  But, for me, not too bad: all things considered.",1,"['F', 'L', 'S', 'D', 'K', 'J']",1,2874,8,"m1",7.96346006663897,FALSE,FALSE
"129",4,40,"train",4,"m2",0.75,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",0.75,30680,1,"m2",10.3313662554812,FALSE,FALSE
"130",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,5999,2,"m2",8.69934806765309,FALSE,FALSE
"131",4,40,"train",4,"m2",0.666666666666667,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",0.75,3570,3,"m2",8.18032087477368,FALSE,FALSE
"132",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3002,4,"m2",8.00703401219341,FALSE,FALSE
"133",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,4112,5,"m2",8.321664807135,TRUE,FALSE
"134",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3136,6,"m2",8.0507033814703,FALSE,FALSE
"135",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,2953,7,"m2",7.99057688174392,FALSE,FALSE
"136",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3397,8,"m2",8.13064796816058,FALSE,FALSE
"137",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,4650,9,"m2",8.4446224985814,TRUE,FALSE
"138",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3930,10,"m2",8.27639470486331,TRUE,FALSE
"139",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3681,11,"m2",8.21093973337902,FALSE,FALSE
"140",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,4172,12,"m2",8.33615081612066,TRUE,FALSE
"141",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,4759,13,"m2",8.46779284112111,TRUE,FALSE
"142",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,4562,14,"m2",8.42551640284433,TRUE,FALSE
"143",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3588,15,"m2",8.18535022317869,TRUE,FALSE
"144",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3785,16,"m2",8.23880116587155,TRUE,FALSE
"145",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,4133,17,"m2",8.32675881451173,FALSE,FALSE
"146",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,6290,18,"m2",8.74671634969449,FALSE,FALSE
"147",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,2977,19,"m2",7.99867136101578,TRUE,FALSE
"148",4,40,"train",4,"m2",1,"",0,"['S', 'D', 'L', 'F', 'K', 'J']",1,3403,20,"m2",8.13241267450091,TRUE,FALSE
