ID,age,blockcollect,bonus,condition,correctcollect,feedback,gender,keyassignment,levinstein_acc,patternawareness,timecollect,trialcollect,traincondition
2.0,50.0,train,3.9375,ind,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,8736.0,20.0,ind
2.0,50.0,train,3.9375,ind,0.5,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,4184.0,21.0,ind
2.0,50.0,train,3.9375,ind,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,7319.0,22.0,ind
2.0,50.0,train,3.9375,ind,0.75,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.75,yes,6369.0,23.0,ind
2.0,50.0,train,3.9375,ind,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,5186.0,24.0,ind
2.0,50.0,train,3.9375,ind,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.75,yes,4822.0,25.0,ind
2.0,50.0,train,3.9375,ind,0.3333333333333333,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5833333333333334,yes,9810.0,26.0,ind
2.0,50.0,train,3.9375,ind,0.5,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5833333333333334,yes,5945.0,27.0,ind
2.0,50.0,train,3.9375,ind,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,4165.0,28.0,ind
2.0,50.0,train,3.9375,ind,0.25,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5,yes,8970.0,29.0,ind
2.0,50.0,train,3.9375,ind,1.0,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",1.0,yes,3036.0,30.0,ind
2.0,50.0,train,3.9375,ind,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.75,yes,6797.0,31.0,ind
2.0,50.0,train,3.9375,ind,0.5,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,5455.0,32.0,ind
2.0,50.0,train,3.9375,ind,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,9274.0,33.0,ind
2.0,50.0,train,3.9375,ind,0.9166666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.9166666666666666,yes,3762.0,34.0,ind
2.0,50.0,train,3.9375,ind,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,6207.0,35.0,ind
2.0,50.0,train,3.9375,ind,0.4166666666666667,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5833333333333334,yes,4873.0,36.0,ind
2.0,50.0,train,3.9375,ind,1.0,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",1.0,yes,3877.0,37.0,ind
2.0,50.0,train,3.9375,ind,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,5166.0,38.0,ind
2.0,50.0,train,3.9375,ind,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,5621.0,39.0,ind
2.0,50.0,train,3.9375,ind,1.0,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",1.0,yes,6848.0,40.0,ind
2.0,50.0,test,3.9375,m1,0.9166666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.9166666666666666,yes,2953.0,1.0,ind
2.0,50.0,test,3.9375,m1,0.9166666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.9166666666666666,yes,5624.0,2.0,ind
2.0,50.0,test,3.9375,m1,0.4166666666666667,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5,yes,11600.0,3.0,ind
2.0,50.0,test,3.9375,m1,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5833333333333334,yes,6458.0,4.0,ind
2.0,50.0,test,3.9375,m1,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,5815.0,5.0,ind
2.0,50.0,test,3.9375,m1,0.16666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.3333333333333333,yes,5258.0,6.0,ind
2.0,50.0,test,3.9375,m1,0.4166666666666667,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5,yes,7927.0,7.0,ind
2.0,50.0,test,3.9375,m1,0.9166666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.9166666666666666,yes,3955.0,8.0,ind
2.0,50.0,test,3.9375,m2,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,4241.0,1.0,ind
2.0,50.0,test,3.9375,m2,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,4531.0,2.0,ind
2.0,50.0,test,3.9375,m2,0.75,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.75,yes,7141.0,3.0,ind
2.0,50.0,test,3.9375,m2,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,6183.0,4.0,ind
2.0,50.0,test,3.9375,m2,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5833333333333334,yes,4018.0,5.0,ind
2.0,50.0,test,3.9375,m2,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,3701.0,6.0,ind
2.0,50.0,test,3.9375,m2,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,6500.0,7.0,ind
2.0,50.0,test,3.9375,m2,0.6666666666666666,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,6237.0,8.0,ind
2.0,50.0,test,3.9375,ind,0.4166666666666667,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,7646.0,1.0,ind
2.0,50.0,test,3.9375,ind,0.5,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.5833333333333334,yes,3686.0,2.0,ind
2.0,50.0,test,3.9375,ind,0.75,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,5570.0,3.0,ind
2.0,50.0,test,3.9375,ind,0.4166666666666667,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,3466.0,4.0,ind
2.0,50.0,test,3.9375,ind,0.5833333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.75,yes,3766.0,5.0,ind
2.0,50.0,test,3.9375,ind,1.0,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",1.0,yes,5173.0,6.0,ind
2.0,50.0,test,3.9375,ind,0.8333333333333334,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.8333333333333334,yes,2980.0,7.0,ind
2.0,50.0,test,3.9375,ind,0.5,,1.0,"['D', 'L', 'K', 'S', 'J', 'F']",0.6666666666666666,yes,9950.0,8.0,ind
3.0,40.0,train,4.0,m2,0.8333333333333334,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.8333333333333334,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",9784.0,1.0,m2
3.0,40.0,train,4.0,m2,0.8333333333333334,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.8333333333333334,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",7354.0,2.0,m2
3.0,40.0,train,4.0,m2,0.6666666666666666,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.6666666666666666,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5484.0,3.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5793.0,4.0,m2
3.0,40.0,train,4.0,m2,0.8333333333333334,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.8333333333333334,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",6048.0,5.0,m2
3.0,40.0,train,4.0,m2,0.6666666666666666,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.75,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4306.0,6.0,m2
3.0,40.0,train,4.0,m2,0.6666666666666666,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.75,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",6670.0,7.0,m2
3.0,40.0,train,4.0,m2,0.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.4166666666666667,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",8519.0,8.0,m2
3.0,40.0,train,4.0,m2,0.6666666666666666,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",0.75,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5685.0,9.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",6263.0,10.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5173.0,11.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5243.0,12.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5567.0,13.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4693.0,14.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4778.0,15.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4492.0,16.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4055.0,17.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",3535.0,18.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4140.0,19.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4625.0,20.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4497.0,21.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4893.0,22.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",5576.0,23.0,m2
3.0,40.0,train,4.0,m2,1.0,"Thank you for inviting me to take part, it was a challenge!",1.0,"['F', 'D', 'J', 'K', 'L', 'S']",1.0,"Yes, I learned the first sequence, then it semed to become random, then settled at another sequence in th eend which I couldn't quite master!",4706.0,24.0,m2
