ID,age,blockcollect,bonus,condition,correctcollect,feedback,gender,keyassignment,levinsteinacc,timecollect,trialcollect,traincondition
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,15095.0,11.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,14669.0,12.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,15401.0,13.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,17765.0,14.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,10110.0,15.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,7664.0,16.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,6152.0,17.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,5975.0,18.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,6041.0,19.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,4490.0,20.0,ind
1.0,30.0,train,3.40625,ind,0.4166666666666667,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,9573.0,21.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,4549.0,22.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,5922.0,23.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,5523.0,24.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,4832.0,25.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,3618.0,26.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,3725.0,27.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,4796.0,28.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,2979.0,29.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,3387.0,30.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,4545.0,31.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,2733.0,32.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,2939.0,33.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,2406.0,34.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,3474.0,35.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,3287.0,36.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,6902.0,37.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,3413.0,38.0,ind
1.0,30.0,train,3.40625,ind,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,2770.0,39.0,ind
1.0,30.0,train,3.40625,ind,0.9166666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.9166666666666666,5682.0,40.0,ind
1.0,30.0,test,3.40625,m1,0.5833333333333334,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5833333333333334,9617.0,1.0,ind
1.0,30.0,test,3.40625,m1,0.8333333333333334,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.8333333333333334,8071.0,2.0,ind
1.0,30.0,test,3.40625,m1,0.4166666666666667,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.4166666666666667,8411.0,3.0,ind
1.0,30.0,test,3.40625,m1,0.4166666666666667,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5,11302.0,4.0,ind
1.0,30.0,test,3.40625,m1,0.5,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5833333333333334,9276.0,5.0,ind
1.0,30.0,test,3.40625,m1,0.5833333333333334,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5833333333333334,12677.0,6.0,ind
1.0,30.0,test,3.40625,m1,0.6666666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,15869.0,7.0,ind
1.0,30.0,test,3.40625,m1,0.75,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.75,14095.0,8.0,ind
1.0,30.0,test,3.40625,m1,0.8333333333333334,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.8333333333333334,9146.0,9.0,ind
1.0,30.0,test,3.40625,m1,0.6666666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,12319.0,10.0,ind
1.0,30.0,test,3.40625,m1,0.75,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.75,14262.0,11.0,ind
1.0,30.0,test,3.40625,m1,0.5,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5,13344.0,12.0,ind
1.0,30.0,test,3.40625,m1,0.6666666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,11283.0,13.0,ind
1.0,30.0,test,3.40625,m1,0.4166666666666667,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5,8241.0,14.0,ind
1.0,30.0,test,3.40625,m1,0.5833333333333334,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5833333333333334,16457.0,15.0,ind
1.0,30.0,test,3.40625,m1,0.6666666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,9601.0,16.0,ind
1.0,30.0,test,3.40625,m1,0.4166666666666667,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.5,11193.0,17.0,ind
1.0,30.0,test,3.40625,m1,0.6666666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,12164.0,18.0,ind
1.0,30.0,test,3.40625,m1,0.6666666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.6666666666666666,10067.0,19.0,ind
1.0,30.0,test,3.40625,m1,0.75,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.75,12682.0,20.0,ind
1.0,30.0,test,3.40625,m1,0.75,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.75,8915.0,21.0,ind
1.0,30.0,test,3.40625,m1,1.0,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",1.0,12576.0,22.0,ind
1.0,30.0,test,3.40625,m1,0.9166666666666666,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.9166666666666666,11689.0,23.0,ind
1.0,30.0,test,3.40625,m1,0.8333333333333334,I found the first pattern easy to get -the subsequent patterns I just could not get the hang of! ,0.0,"['F', 'S', 'D', 'L', 'K', 'J']",0.8333333333333334,10512.0,24.0,ind
2.0,30.0,train,3.5,m1,0.16666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,32119.0,1.0,m1
2.0,30.0,train,3.5,m1,0.16666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.16666666666666666,15080.0,2.0,m1
2.0,30.0,train,3.5,m1,0.25,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,14761.0,3.0,m1
2.0,30.0,train,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,14952.0,4.0,m1
2.0,30.0,train,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,8668.0,5.0,m1
2.0,30.0,train,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,10870.0,6.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,13477.0,7.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,19881.0,8.0,m1
2.0,30.0,train,3.5,m1,0.25,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,13377.0,9.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,6521.0,10.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,12025.0,11.0,m1
2.0,30.0,train,3.5,m1,0.8333333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.8333333333333334,7125.0,12.0,m1
2.0,30.0,train,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,30912.0,13.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,14188.0,14.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,6576.0,15.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,6018.0,16.0,m1
2.0,30.0,train,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,16903.0,17.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,12620.0,18.0,m1
2.0,30.0,train,3.5,m1,0.25,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.3333333333333333,7496.0,19.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,11693.0,20.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,17115.0,21.0,m1
2.0,30.0,train,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,11896.0,22.0,m1
2.0,30.0,train,3.5,m1,0.5,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,8922.0,23.0,m1
2.0,30.0,train,3.5,m1,0.25,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.3333333333333333,5634.0,24.0,m1
2.0,30.0,train,3.5,m1,0.3333333333333333,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,6105.0,25.0,m1
2.0,30.0,train,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,12474.0,26.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,8877.0,27.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,8972.0,28.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,12277.0,29.0,m1
2.0,30.0,train,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,5764.0,30.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,7514.0,31.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,6150.0,32.0,m1
2.0,30.0,train,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,9789.0,33.0,m1
2.0,30.0,train,3.5,m1,0.8333333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.8333333333333334,14004.0,34.0,m1
2.0,30.0,train,3.5,m1,0.9166666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.9166666666666666,11151.0,35.0,m1
2.0,30.0,train,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,9968.0,36.0,m1
2.0,30.0,train,3.5,m1,0.8333333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.8333333333333334,12333.0,37.0,m1
2.0,30.0,train,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,6573.0,38.0,m1
2.0,30.0,train,3.5,m1,0.8333333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.8333333333333334,4986.0,39.0,m1
2.0,30.0,train,3.5,m1,1.0,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",1.0,7400.0,40.0,m1
2.0,30.0,test,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,7599.0,1.0,m1
2.0,30.0,test,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,7054.0,2.0,m1
2.0,30.0,test,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,6641.0,3.0,m1
2.0,30.0,test,3.5,m1,0.5,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,9129.0,4.0,m1
2.0,30.0,test,3.5,m1,0.5,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,9993.0,5.0,m1
2.0,30.0,test,3.5,m1,0.25,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,6271.0,6.0,m1
2.0,30.0,test,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,8689.0,7.0,m1
2.0,30.0,test,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,6209.0,8.0,m1
2.0,30.0,test,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,5027.0,9.0,m1
2.0,30.0,test,3.5,m1,0.3333333333333333,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.4166666666666667,6115.0,10.0,m1
2.0,30.0,test,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,13119.0,11.0,m1
2.0,30.0,test,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,6150.0,12.0,m1
2.0,30.0,test,3.5,m1,0.25,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.3333333333333333,5702.0,13.0,m1
2.0,30.0,test,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,4480.0,14.0,m1
2.0,30.0,test,3.5,m1,0.5,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,4736.0,15.0,m1
2.0,30.0,test,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5833333333333334,5563.0,16.0,m1
2.0,30.0,test,3.5,m1,0.5,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,6336.0,17.0,m1
2.0,30.0,test,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,5150.0,18.0,m1
2.0,30.0,test,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,12195.0,19.0,m1
2.0,30.0,test,3.5,m1,0.4166666666666667,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.5,10703.0,20.0,m1
2.0,30.0,test,3.5,m1,0.5833333333333334,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,7735.0,21.0,m1
2.0,30.0,test,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,5891.0,22.0,m1
2.0,30.0,test,3.5,m1,0.6666666666666666,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.6666666666666666,8859.0,23.0,m1
2.0,30.0,test,3.5,m1,0.75,,0.0,"['D', 'K', 'F', 'L', 'J', 'S']",0.75,5705.0,24.0,m1
3.0,30.0,train,3.9375,m1,0.6666666666666666,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.6666666666666666,59331.0,1.0,m1
3.0,30.0,train,3.9375,m1,0.5833333333333334,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5833333333333334,9713.0,2.0,m1
3.0,30.0,train,3.9375,m1,0.3333333333333333,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.4166666666666667,8140.0,3.0,m1
3.0,30.0,train,3.9375,m1,0.4166666666666667,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5833333333333334,8730.0,4.0,m1
3.0,30.0,train,3.9375,m1,0.25,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.75,24743.0,5.0,m1
3.0,30.0,train,3.9375,m1,0.5,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5,5495.0,6.0,m1
3.0,30.0,train,3.9375,m1,0.4166666666666667,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.4166666666666667,5075.0,7.0,m1
3.0,30.0,train,3.9375,m1,0.5,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5,3890.0,8.0,m1
3.0,30.0,train,3.9375,m1,0.3333333333333333,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5,4071.0,9.0,m1
3.0,30.0,train,3.9375,m1,0.5,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5833333333333334,6029.0,10.0,m1
3.0,30.0,train,3.9375,m1,0.4166666666666667,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5,4369.0,11.0,m1
3.0,30.0,train,3.9375,m1,0.3333333333333333,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5,5737.0,12.0,m1
3.0,30.0,train,3.9375,m1,0.4166666666666667,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.4166666666666667,3922.0,13.0,m1
3.0,30.0,train,3.9375,m1,0.5,"I found it a difficult test but quite interesting, if I did a similar exercise every day i think my mind or memory would improve, it's productive for the brain. Having said that, i think i have guessed 95% of the first sequence of 4 colors, as for the other sequences i have tried but it has been difficult. Thanks for testing and entertaining!",1.0,"['D', 'J', 'S', 'F', 'L', 'K']",0.5,4604.0,14.0,m1
